x,y,R_c,V_target
27.0587,172.285,21.879867933952404,4.136310087333443
28.8175,173.948,78589361568.4486,4.450317907063739
30.7671,175.511,2.1648118430494656,4.04213604854667
32.9249,176.919,2.310579856000423,4.20046713847795
35.3069,178.094,2.116661445333361,4.240655095566278
37.8944,179.048,2.171778965170453,4.295513250833731
40.6542,179.849,97.70421463556052,4.551483003875632
43.5852,180.523,134.49591374522512,4.72853046130712
46.6928,181.057,2.925923951202536,5.016113238717377
49.9839,181.444,3.20114947425475,5.178465165645572
53.4797,181.74,3.654705303860892,5.436857284279935
57.2169,181.999,4.178020221645924,5.957890549775463
61.2118,182.257,4.788552647275568,6.12546905649648
65.4622,182.529,5.385567771213781,6.12546905649648
69.9703,182.815,927.7878304474572,7.164016802422067
74.7342,183.131,6.651223566387476,7.370269439797322
79.7572,183.482,200280456684.148,8.138074518069306
85.0409,183.865,8.199745262962804,8.00247805945276
90.5862,184.277,1217.439397540233,8.916875343701975
96.3895,184.721,9.781854340334045,8.829807138186943
102.321,185.195,120.63985248377892,9.097039126974671
108.352,185.693,10.717806762616243,8.942656920645883
114.665,186.227,310570322605.289,9.793221014362024
121.183,186.792,12.235874332028525,9.827888250137882
127.897,187.38,147.91653262733857,11.191378807219872
134.806,187.989,13.854954527166267,10.347392019050334
141.841,188.611,15.098697441986292,10.347392019050334
148.693,189.218,274761050627.84235,11.010150517415026
155.298,189.803,10.949278751561456,9.370639235290993
161.634,190.364,1215544943968.4385,9.79049802810301
167.677,190.894,9.712825759829538,8.668209690018914
173.343,191.363,8.365765584064574,8.43063131683298
178.573,191.733,117.05923343258404,7.767612584254588
183.358,191.959,5.7856271301515045,6.852334832660308
187.76,192.009,5.18762520363321,6.638829996981012
192.003,191.732,5.364076161191821,6.3250782761811735
195.95,191.094,3.553442763648417,4.070752753763271
199.639,190.054,11.961582776139368,5.14507438480186
203.096,188.609,8.485935716873005,4.932216412729006
206.3,186.765,216561840263.9284,4.814693615472715
209.21,184.547,4.84567396992017,4.728354438987329
211.799,181.986,45.19813529729842,6.472622104578209
214.035,179.121,4.483571730291861,4.7283544389972505
215.876,176.021,799063346506.6934,4.152742061896245
217.294,172.773,180103051632.70126,4.741655101255894
218.417,169.49,2.60508169257336,4.704548231179852
219.608,166.316,3.396390951653242,4.43496842572782
221.117,163.37,8.26605087077263,4.254943168319183
222.784,160.58,5.757660986095466,4.224400161168205
224.345,157.727,3.345416561821958,4.346437539353864
225.879,154.786,6.722680929828256,4.394892186117723
227.457,151.744,3.823227734867582,4.524309818762509
229.049,148.551,2.7479206785479566,4.831804433558394
230.687,145.206,4.447197933918943,5.009718876863091
232.395,141.709,9.99962670328863,5.365552881403708
234.177,138.061,5.320836635262656,5.543472114825931
236.033,134.263,3.852911237016505,5.721392651099392
237.962,130.317,6.163380979036902,5.94770003540259
239.965,126.237,940870136842.2748,6.241685346972487
242.045,122.083,6.77160133640144,6.20178570833593
244.263,117.967,7.017171769002273,7.721262289777778
246.696,113.945,7.329465841394745,6.204054001422408
249.372,110.038,4.529422803851407,6.20338424906289
252.3,106.269,9.999757250993197,6.182960280713107
255.487,102.691,8.919311240256581,6.194870136913755
258.938,99.3822,8.565026802012184,8.530443582246795
262.642,96.385,10.49512022241434,8.869102023502847
266.576,93.714,17.576789486298786,9.217825264158584
